date,price
1885,1283.25
1886,1280.8
1887,1265.0
1888,1265.75
1889,1313.85
1890,1324.6
1891,1312.0
1892,1317.75
1893,1317.0
1894,1331.75
1895,1348.75
1896,1344.75
1897,1370.0
1898,1367.1
1899,1356.1
1900,1358.25
1901,1352.85
1902,1340.25
1903,1325.7
1904,1330.5
1905,1326.15
1906,1332.2
1907,1325.6
1908,1322.0
1909,1323.2
1910,1315.0
1911,1321.25
1912,1320.8
1913,1341.3
1914,1332.5
1915,1348.85
1916,1358.15
1917,1364.4
1918,1351.15
1919,1362.6
1920,1330.0
1921,1332.9
1922,1351.85
1923,1344.55
1924,1336.7
1925,1339.2
1926,1349.1
1927,1342.75
1928,1347.1
1929,1346.85
1930,1334.3
1931,1338.5
1932,1337.3
1933,1324.5
1934,1324.9
1935,1318.85
1936,1314.45
1937,1305.7
1938,1311.5
1939,1328.3
1940,1330.05
1941,1348.75
1942,1348.0
1943,1335.65
1944,1327.5
1945,1328.5
1946,1323.2
1947,1320.1
1948,1314.25
1949,1315.05
1950,1315.4
1951,1319.6
1952,1332.45
1953,1335.9
1954,1336.3
1955,1335.85
1956,1324.8
1957,1320.85
1958,1327.9
1959,1318.65
1960,1309.15
1961,1274.0
1962,1265.5
1963,1255.0
1964,1262.1
1965,1256.4
1966,1255.7
1967,1258.0
1968,1256.15
1969,1252.7
1970,1261.65
1971,1269.75
1972,1269.2
1973,1263.95
1974,1267.0
1975,1269.3
1976,1273.9
1977,1269.3
1978,1265.9
1979,1274.2
1980,1284.4
1981,1295.85
1982,1293.0
1983,1301.7
1984,1286.8
1985,1284.0
1986,1304.55
1987,1280.9
1988,1255.65
1989,1222.6
1990,1228.9
1991,1225.7
1992,1232.0
1993,1206.1
1994,1214.95
1995,1217.55
1996,1213.25
1997,1187.25
1998,1187.5
1999,1189.1
2000,1187.3
2001,1187.4
2002,1168.75
2003,1171.65
2004,1164.9
2005,1171.15
2006,1171.25
2007,1174.75
2008,1168.9
2009,1154.4
2010,1157.35
2011,1160.95
2012,1132.45
2013,1134.85
2014,1137.6
2015,1132.75
2016,1134.4
2017,1130.55
2018,1131.0
2019,1139.75
2020,1146.8
2021,1159.1
2022,1148.65
2023,1165.9
2024,1173.05
2025,1178.0
2026,1176.1
2027,1183.2
2028,1187.55
